410315;gazdag, tehetős ;wealthy;[sound:NewEnglishFileIntHU410315A.mp3];x;2A
410316;hozzávetőleg, körülbelül ;approximately;[sound:NewEnglishFileIntHU410316A.mp3];x;2A
410317;vita, érv ;argument;[sound:NewEnglishFileIntHU410317A.mp3];x;2A
410318;átlag ;average;[sound:NewEnglishFileIntHU410318A.mp3];x;2A
410319;számla ;bill;[sound:NewEnglishFileIntHU410319A.mp3];x;2A
410320;elveri a pénzét ;blow;[sound:NewEnglishFileIntHU410320A.mp3];x;2A
410321;egy vasa sincs, üres a zsebe  (adj);broke;[sound:NewEnglishFileIntHU410321A.mp3];x;2A
410322;kapcsolat ;contact;[sound:NewEnglishFileIntHU410322A.mp3];x;2A
410323;hitelkártya ;credit card;[sound:NewEnglishFileIntHU410323A.mp3];x;2A
410324;egyformán, egyenlően ;equally;[sound:NewEnglishFileIntHU410324A.mp3];x;2A
410325;becslés  (n);estimate;[sound:NewEnglishFileIntHU410325A.mp3];x;2A
410326;lakás  (n);flat;[sound:NewEnglishFileIntHU410326A.mp3];x;2A
410327;mohó, kapzsi ;greedy;[sound:NewEnglishFileIntHU410327A.mp3];x;2A
410328;növel ;increase;[sound:NewEnglishFileIntHU410328A.mp3];x;2A
410329;megítél vkit ;judge somebody;[sound:NewEnglishFileIntHU410329A.mp3];x;2A
410330;létra ;ladder;[sound:NewEnglishFileIntHU410330A.mp3];x;2A
410331;vigyáz vkire ;look after;[sound:NewEnglishFileIntHU410331A.mp3];x;2A
410332;teherautó ;lorry;[sound:NewEnglishFileIntHU410332A.mp3];x;2A
410333;bevásárlóközpont ;mall;[sound:NewEnglishFileIntHU410333A.mp3];x;2A
410334;vezetőség, igazgatóság ;management;[sound:NewEnglishFileIntHU410334A.mp3];x;2A
410335;hiba ;mistake;[sound:NewEnglishFileIntHU410335A.mp3];x;2A
410336;fizetésemelés ;pay rise;[sound:NewEnglishFileIntHU410336A.mp3];x;2A
410337;tulajdon, holmi  (pl n);possessions;[sound:NewEnglishFileIntHU410337A.mp3];x;2A
410338;kérdőív ;questionnaire;[sound:NewEnglishFileIntHU410338A.mp3];x;2A
410339;kirabol ;rob;[sound:NewEnglishFileIntHU410339A.mp3];x;2A
410340;számos ;several;[sound:NewEnglishFileIntHU410340A.mp3];x;2A
410341;elkölt ;spend;[sound:NewEnglishFileIntHU410341A.mp3];x;2A
410342;cserél, kicserél  (v);swap;[sound:NewEnglishFileIntHU410342A.mp3];x;2A
410343;szakszervezet ;union;[sound:NewEnglishFileIntHU410343A.mp3];x;2A
410344;pénztárca ;wallet;[sound:NewEnglishFileIntHU410344A.mp3];x;2A
410345;emberszabású majom ;ape;[sound:NewEnglishFileIntHU410345A.mp3];x;2B
410346;állásra jelentkezik ;apply for a job;[sound:NewEnglishFileIntHU410346A.mp3];x;2B
410347;mély ;deep;[sound:NewEnglishFileIntHU410347A.mp3];x;2B
410348;kegyetlenül bántak vele  (adj);ill-treated;[sound:NewEnglishFileIntHU410348A.mp3];x;2B
410349;mentés, megmentés  (n);rescue;[sound:NewEnglishFileIntHU410349A.mp3];x;2B
410350;társasági élet ;social life;[sound:NewEnglishFileIntHU410350A.mp3];x;2B
410351;pihen, szabadságra megy ;take time off;[sound:NewEnglishFileIntHU410351A.mp3];x;2B
410352;idegenvezető ;tourist guide;[sound:NewEnglishFileIntHU410352A.mp3];x;2B
410353;jelentéktelen, elhanyagolható ;trivial;[sound:NewEnglishFileIntHU410353A.mp3];x;2B
410354;a londoni metró neve ;‘the tube’ (=London underground);[sound:NewEnglishFileIntHU410354A.mp3];x;2B
410355;fél vmitől ;afraid;[sound:NewEnglishFileIntHU410355A.mp3];x;2B
410356;bámulatos, döbbenetes ;amazing;[sound:NewEnglishFileIntHU410356A.mp3];x;2B
410357;mérges ;angry;[sound:NewEnglishFileIntHU410357A.mp3];x;2B
410358;lángoló, lobogó ;blazing;[sound:NewEnglishFileIntHU410358A.mp3];x;2B
410359;„megsül“, nagyon melege van ;boiling;[sound:NewEnglishFileIntHU410359A.mp3];x;2B
410360;üzletlánc tagja ;chain store;[sound:NewEnglishFileIntHU410360A.mp3];x;2B
410361;klub ;club;[sound:NewEnglishFileIntHU410361A.mp3];x;2B
410362;kultúra ;culture;[sound:NewEnglishFileIntHU410362A.mp3];x;2B
410363;ízletes ;delicious;[sound:NewEnglishFileIntHU410363A.mp3];x;2B
410364;piszkos, koszos ;dirty;[sound:NewEnglishFileIntHU410364A.mp3];x;2B
410365;hatalmas ;enormous;[sound:NewEnglishFileIntHU410365A.mp3];x;2B
410366;kimerült  (adj);exhausted;[sound:NewEnglishFileIntHU410366A.mp3];x;2B
410367;mocskos, koszos ;filthy;[sound:NewEnglishFileIntHU410367A.mp3];x;2B
410368;„megfagy“, nagyon fázik ;freezing;[sound:NewEnglishFileIntHU410368A.mp3];x;2B
410369;dühös ;furious;[sound:NewEnglishFileIntHU410369A.mp3];x;2B
410370;borzalmas, rettenetes ;horrible;[sound:NewEnglishFileIntHU410370A.mp3];x;2B
410371;gondozó ;keeper;[sound:NewEnglishFileIntHU410371A.mp3];x;2B
410372;őrült ;mad;[sound:NewEnglishFileIntHU410372A.mp3];x;2B
410373;igazgató ;manager;[sound:NewEnglishFileIntHU410373A.mp3];x;2B
410374;általános iskola ;primary school;[sound:NewEnglishFileIntHU410374A.mp3];x;2B
410375;rendesen, kellően ;properly;[sound:NewEnglishFileIntHU410375A.mp3];x;2B
410376;mentés, megmentés ;rescue;[sound:NewEnglishFileIntHU410376A.mp3];x;2B
410377;„éhen hal“, nagyon éhes ;starving;[sound:NewEnglishFileIntHU410377A.mp3];x;2B
410378;finom ;tasty;[sound:NewEnglishFileIntHU410378A.mp3];x;2B
410379;retteg, megrettent  (adj);terrified;[sound:NewEnglishFileIntHU410379A.mp3];x;2B
410380;apró, pici ;tiny;[sound:NewEnglishFileIntHU410380A.mp3];x;2B
410381;fáradt  (adj);tired;[sound:NewEnglishFileIntHU410381A.mp3];x;2B
410382;egy év szabadság ;year off;[sound:NewEnglishFileIntHU410382A.mp3];x;2B
410383;Közlekedés és utazás ;Transport and travel;[sound:NewEnglishFileIntHU410383A.mp3];x;2C
410384;folyosó (üléssorok között) ;aisle;[sound:NewEnglishFileIntHU410384A.mp3];x;2C
410385;csomagkiadó ;baggage reclaim;[sound:NewEnglishFileIntHU410385A.mp3];x;2C
410386;bringa ;bike;[sound:NewEnglishFileIntHU410386A.mp3];x;2C
410387;beszállókártya ;boarding card;[sound:NewEnglishFileIntHU410387A.mp3];x;2C
410388;autó ;car;[sound:NewEnglishFileIntHU410388A.mp3];x;2C
410389;parkoló ;car park;[sound:NewEnglishFileIntHU410389A.mp3];x;2C
410390;vasúti kocsi ;carriage;[sound:NewEnglishFileIntHU410390A.mp3];x;2C
410391;bőrönd ;(suit) case;[sound:NewEnglishFileIntHU410391A.mp3];x;2C
410392;jegykezelő pult ;check-in desk;[sound:NewEnglishFileIntHU410392A.mp3];x;2C
410393;távolsági busz  (n);coach;[sound:NewEnglishFileIntHU410393A.mp3];x;2C
410394;ütközés ;crash;[sound:NewEnglishFileIntHU410394A.mp3];x;2C
410395;kerékpársáv ;cycle lane;[sound:NewEnglishFileIntHU410395A.mp3];x;2C
410396;bírság (parkolási szabálytalanságért) ;(parking) fine;[sound:NewEnglishFileIntHU410396A.mp3];x;2C
410397;(repülő)járat ;flight;[sound:NewEnglishFileIntHU410397A.mp3];x;2C
410398;kapu ;gate;[sound:NewEnglishFileIntHU410398A.mp3];x;2C
410399;(védő)sisak ;helmet;[sound:NewEnglishFileIntHU410399A.mp3];x;2C
410400;út, utazás  ;journey;[sound:NewEnglishFileIntHU410400A.mp3];x;2C
410401;leszáll  (v);land;[sound:NewEnglishFileIntHU410401A.mp3];x;2C
410402;teherautó ;lorry;[sound:NewEnglishFileIntHU410402A.mp3];x;2C
410403;poggyász ;luggage;[sound:NewEnglishFileIntHU410403A.mp3];x;2C
410404;motorkerékpár ;motorbike;[sound:NewEnglishFileIntHU410404A.mp3];x;2C
410405;autópálya ;motorway;[sound:NewEnglishFileIntHU410405A.mp3];x;2C
410406;gyalogos övezet ;pedestrian area;[sound:NewEnglishFileIntHU410406A.mp3];x;2C
410407;benzinkút ;petrol station;[sound:NewEnglishFileIntHU410407A.mp3];x;2C
410408;vágány ;platform;[sound:NewEnglishFileIntHU410408A.mp3];x;2C
410409;tömegközlekedés ;public transport;[sound:NewEnglishFileIntHU410409A.mp3];x;2C
410410;vasúti pályaudvar ;railway station;[sound:NewEnglishFileIntHU410410A.mp3];x;2C
410411;útjavítás, útkarbantartás ;road works;[sound:NewEnglishFileIntHU410411A.mp3];x;2C
410412;csúcsforgalom ;rush hour;[sound:NewEnglishFileIntHU410412A.mp3];x;2C
410413;robogó ;scooter;[sound:NewEnglishFileIntHU410413A.mp3];x;2C
410414;biztonsági öv ;seat belt;[sound:NewEnglishFileIntHU410414A.mp3];x;2C
410415;sebességhatár ;speed limit;[sound:NewEnglishFileIntHU410415A.mp3];x;2C
410416;felszáll  (v);take off;[sound:NewEnglishFileIntHU410416A.mp3];x;2C
410417;taxi állomás ;taxi rank;[sound:NewEnglishFileIntHU410417A.mp3];x;2C
410418;földalatti, metró ;the underground;[sound:NewEnglishFileIntHU410418A.mp3];x;2C
410419;jegypénztár ;ticket office;[sound:NewEnglishFileIntHU410419A.mp3];x;2C
410420;forgalmi dugó ;traffic jam;[sound:NewEnglishFileIntHU410420A.mp3];x;2C
410421;jelzőlámpa ;traffic lights;[sound:NewEnglishFileIntHU410421A.mp3];x;2C
410422;villamos ;tram;[sound:NewEnglishFileIntHU410422A.mp3];x;2C
410423;utazik  (v);travel;[sound:NewEnglishFileIntHU410423A.mp3];x;2C
410424;út, utazás  ;trip;[sound:NewEnglishFileIntHU410424A.mp3];x;2C
410425;kisbusz, furgon ;van;[sound:NewEnglishFileIntHU410425A.mp3];x;2C
410426;kellemes ;convenient;[sound:NewEnglishFileIntHU410426A.mp3];x;2C
410427;kijárat (tábla, jelzés) ;exit (sign);[sound:NewEnglishFileIntHU410427A.mp3];x;2C
410428;komp ;ferry;[sound:NewEnglishFileIntHU410428A.mp3];x;2C
410429;táj, látvány ;scenery;[sound:NewEnglishFileIntHU410429A.mp3];x;2C
410430;biztonsági ellenőrzés ;security (check);[sound:NewEnglishFileIntHU410430A.mp3];x;2C
410431;benzinkút ;service station;[sound:NewEnglishFileIntHU410431A.mp3];x;2C
410432;alagút ;tunnel;[sound:NewEnglishFileIntHU410432A.mp3];x;2C
410433;teljes, egész ;whole;[sound:NewEnglishFileIntHU410433A.mp3];x;2C
410434;nagyon hosszú idő ;ages;[sound:NewEnglishFileIntHU410434A.mp3];x;2C
410435;vmi előtt, előre ;ahead of;[sound:NewEnglishFileIntHU410435A.mp3];x;2C
410436;fényes ;bright;[sound:NewEnglishFileIntHU410436A.mp3];x;2C
410437;étkezőkocsi ;buffet car;[sound:NewEnglishFileIntHU410437A.mp3];x;2C
410438;doboz (ital) ;can (of drink);[sound:NewEnglishFileIntHU410438A.mp3];x;2C
410439;kerékpáros ;cyclist;[sound:NewEnglishFileIntHU410439A.mp3];x;2C
410440;veszélyes ;dangerous;[sound:NewEnglishFileIntHU410440A.mp3];x;2C
410441;figyelmet zavaró v. elterelő dolog ;distraction;[sound:NewEnglishFileIntHU410441A.mp3];x;2C
410442;érdekes, izgalmas ;exciting;[sound:NewEnglishFileIntHU410442A.mp3];x;2C
410443;szakértő ;expert;[sound:NewEnglishFileIntHU410443A.mp3];x;2C
410444;lakóépület (tanyán) ;farmhouse;[sound:NewEnglishFileIntHU410444A.mp3];x;2C
410445;gyors, gyorsan ;fast;[sound:NewEnglishFileIntHU410445A.mp3];x;2C
410446;megtankol ;fill up;[sound:NewEnglishFileIntHU410446A.mp3];x;2C
410447;levegő után kapkod, liheg ;be out of breath;[sound:NewEnglishFileIntHU410447A.mp3];x;2C
410448;egy csomag chips ;packet of crisps;[sound:NewEnglishFileIntHU410448A.mp3];x;2C
410449;utas ;passenger;[sound:NewEnglishFileIntHU410449A.mp3];x;2C
410450;figyel, odafigyel ;pay attention;[sound:NewEnglishFileIntHU410450A.mp3];x;2C
410451;sor   (n);queue;[sound:NewEnglishFileIntHU410451A.mp3];x;2C
410452;gyors ;quick;[sound:NewEnglishFileIntHU410452A.mp3];x;2C
410453;verseny ;race;[sound:NewEnglishFileIntHU410453A.mp3];x;2C
410454;biztonságos ;safe;[sound:NewEnglishFileIntHU410454A.mp3];x;2C
410455;biztonság ;safety;[sound:NewEnglishFileIntHU410455A.mp3];x;2C
410456;menetrend ;schedule;[sound:NewEnglishFileIntHU410456A.mp3];x;2C
410457;ülés ;seat;[sound:NewEnglishFileIntHU410457A.mp3];x;2C
410458;elindul, útnak indul ;set off (on a journey);[sound:NewEnglishFileIntHU410458A.mp3];x;2C
410459;sima, zökkenőmentes ;smooth;[sound:NewEnglishFileIntHU410459A.mp3];x;2C
410460;hamarosan ;soon;[sound:NewEnglishFileIntHU410460A.mp3];x;2C
410461;ideges, feszült  (adj);stressed;[sound:NewEnglishFileIntHU410461A.mp3];x;2C
410462;ismeretlen ;unfamiliar;[sound:NewEnglishFileIntHU410462A.mp3];x;2C
410463;kerék ;wheel;[sound:NewEnglishFileIntHU410463A.mp3];x;2C
410464;panaszt tesz ;complain about something;[sound:NewEnglishFileIntHU410464A.mp3];x;3A
410465;őrült ;crazy;[sound:NewEnglishFileIntHU410465A.mp3];x;3A
410466;gusztustalan ;disgusting;[sound:NewEnglishFileIntHU410466A.mp3];x;3A
410467;szívességet tesz vkinek ;do somebody a favour;[sound:NewEnglishFileIntHU410467A.mp3];x;3A
410468;őrült ;mad;[sound:NewEnglishFileIntHU410468A.mp3];x;3A
410469;tölt, önt (italt) ;pour (a drink);[sound:NewEnglishFileIntHU410469A.mp3];x;3A
410470;rálép (vki lábára) ;step on (somebody’s foot);[sound:NewEnglishFileIntHU410470A.mp3];x;3A
410471;lenyel ;swallow;[sound:NewEnglishFileIntHU410471A.mp3];x;3A
410472;lefordít (vmilyen nyelvre) ;translate (into);[sound:NewEnglishFileIntHU410472A.mp3];x;3A
410473;randevú  (n);date;[sound:NewEnglishFileIntHU410473A.mp3];x;3A
410474;megállapodás ;agreement;[sound:NewEnglishFileIntHU410474A.mp3];x;3A
410475;megengedett, szabad  (adj);allowed;[sound:NewEnglishFileIntHU410475A.mp3];x;3A
410476;zavar, idegesít vkit ;annoy somebody;[sound:NewEnglishFileIntHU410476A.mp3];x;3A
410477;kivéve, azon kívül ;apart from;[sound:NewEnglishFileIntHU410477A.mp3];x;3A
410478;vitatkozik, érvel ;argue;[sound:NewEnglishFileIntHU410478A.mp3];x;3A
410479;foglalt ;busy;[sound:NewEnglishFileIntHU410479A.mp3];x;3A
410480;visszahív ;call back;[sound:NewEnglishFileIntHU410480A.mp3];x;3A
410481;orca, arc ;cheek;[sound:NewEnglishFileIntHU410481A.mp3];x;3A
410482;összehasonlít ;compare;[sound:NewEnglishFileIntHU410482A.mp3];x;3A
410483;tárcsáz  (v);dial;[sound:NewEnglishFileIntHU410483A.mp3];x;3A
410484;közvetlen ;direct;[sound:NewEnglishFileIntHU410484A.mp3];x;3A
410485;foglalt ;engaged;[sound:NewEnglishFileIntHU410485A.mp3];x;3A
410486;megbukik (pl. vizsgán) ;fail (an exam);[sound:NewEnglishFileIntHU410486A.mp3];x;3A
410487;ízesítés ;flavouring;[sound:NewEnglishFileIntHU410487A.mp3];x;3A
410488;Te jó ég! Az ég szerelmére! ;For goodness sake!;[sound:NewEnglishFileIntHU410488A.mp3];x;3A
410489;vendég ;guest;[sound:NewEnglishFileIntHU410489A.mp3];x;3A
410490;kihangosító, headset ;hands free;[sound:NewEnglishFileIntHU410490A.mp3];x;3A
410491;leteszi a telefont ;hang up;[sound:NewEnglishFileIntHU410491A.mp3];x;3A
410492;huligán ;hooligan;[sound:NewEnglishFileIntHU410492A.mp3];x;3A
410493;dudál ;hoot;[sound:NewEnglishFileIntHU410493A.mp3];x;3A
410494;idióta ;idiot;[sound:NewEnglishFileIntHU410494A.mp3];x;3A
410495;üzenetet hagy ;leave a message;[sound:NewEnglishFileIntHU410495A.mp3];x;3A
410496;többség ;majority;[sound:NewEnglishFileIntHU410496A.mp3];x;3A
410497;illemszabályok, jó modor  (pl n);manners;[sound:NewEnglishFileIntHU410497A.mp3];x;3A
410498;zajos ;noisy;[sound:NewEnglishFileIntHU410498A.mp3];x;3A
410499;tulajdonos ;owner;[sound:NewEnglishFileIntHU410499A.mp3];x;3A
410500;átmegy (pl. vizsgán) ;pass (an exam);[sound:NewEnglishFileIntHU410500A.mp3];x;3A
410501;engedélyezett, szabad  (adj);permitted;[sound:NewEnglishFileIntHU410501A.mp3];x;3A
410502;udvarias ;polite;[sound:NewEnglishFileIntHU410502A.mp3];x;3A
410503;ajándék  (n);present ;[sound:NewEnglishFileIntHU410503A.mp3];x;3A
410504;rájön, észrevesz ;realize;[sound:NewEnglishFileIntHU410504A.mp3];x;3A
410505;csengőhang ;ring tone;[sound:NewEnglishFileIntHU410505A.mp3];x;3A
410506;felhív vkit  (v);ring;[sound:NewEnglishFileIntHU410506A.mp3];x;3A
410507;udvariatlan, illetlen ;rude;[sound:NewEnglishFileIntHU410507A.mp3];x;3A
410508;kiabál ;shout;[sound:NewEnglishFileIntHU410508A.mp3];x;3A
410509;mosolyog  (v);smile;[sound:NewEnglishFileIntHU410509A.mp3];x;3A
410510;ki-/bekapcsol vmit ;switch something off / on;[sound:NewEnglishFileIntHU410510A.mp3];x;3A
410511;SMS ;text;[sound:NewEnglishFileIntHU410511A.mp3];x;3A
410512;lábujj ;toe;[sound:NewEnglishFileIntHU410512A.mp3];x;3A
410513;ki-/bekapcsol vmit ;turn something off / on;[sound:NewEnglishFileIntHU410513A.mp3];x;3A
410514;magántanár ;tutor;[sound:NewEnglishFileIntHU410514A.mp3];x;3A
410515;Személyek leírása ;Describing people;[sound:NewEnglishFileIntHU410515A.mp3];x;3B
410516;körülbelül ;about;[sound:NewEnglishFileIntHU410516A.mp3];x;3B
410517;vonzó ;attractive;[sound:NewEnglishFileIntHU410517A.mp3];x;3B
410518;kopasz ;bald;[sound:NewEnglishFileIntHU410518A.mp3];x;3B
410519;szakáll ;beard;[sound:NewEnglishFileIntHU410519A.mp3];x;3B
410520;gyönyörű ;beautiful;[sound:NewEnglishFileIntHU410520A.mp3];x;3B
410521;szőke ;blonde;[sound:NewEnglishFileIntHU410521A.mp3];x;3B
410522;barna ;brown;[sound:NewEnglishFileIntHU410522A.mp3];x;3B
410523;göndör ;curly;[sound:NewEnglishFileIntHU410523A.mp3];x;3B
410524;sötét ;dark;[sound:NewEnglishFileIntHU410524A.mp3];x;3B
410525;világos hajú, szőke ;fair;[sound:NewEnglishFileIntHU410525A.mp3];x;3B
410526;negyvenes évek ;forties;[sound:NewEnglishFileIntHU410526A.mp3];x;3B
410527;frufru ;fringe;[sound:NewEnglishFileIntHU410527A.mp3];x;3B
410528;jóképű ;good looking;[sound:NewEnglishFileIntHU410528A.mp3];x;3B
410529;ősz haj ;grey hair;[sound:NewEnglishFileIntHU410529A.mp3];x;3B
410530;jóképű ;handsome;[sound:NewEnglishFileIntHU410530A.mp3];x;3B
410531;harmincas évei elején ;in somebody’s early 30s;[sound:NewEnglishFileIntHU410531A.mp3];x;3B
410532;negyvenes évei végén ;in somebody’s late 40s;[sound:NewEnglishFileIntHU410532A.mp3];x;3B
410533;ötvenes évei közepén ;in somebody’s mid-50s;[sound:NewEnglishFileIntHU410533A.mp3];x;3B
410534;hosszú ;long;[sound:NewEnglishFileIntHU410534A.mp3];x;3B
410535;középmagas ;medium height;[sound:NewEnglishFileIntHU410535A.mp3];x;3B
410536;bajusz ;moustache;[sound:NewEnglishFileIntHU410536A.mp3];x;3B
410537;túlsúlyos  (adj);overweight;[sound:NewEnglishFileIntHU410537A.mp3];x;3B
410538;sima ;plain;[sound:NewEnglishFileIntHU410538A.mp3];x;3B
410539;lófarok ;pony tail;[sound:NewEnglishFileIntHU410539A.mp3];x;3B
410540;csinos ;pretty;[sound:NewEnglishFileIntHU410540A.mp3];x;3B
410541;vörös ;red;[sound:NewEnglishFileIntHU410541A.mp3];x;3B
410542;rövid / alacsony ;short;[sound:NewEnglishFileIntHU410542A.mp3];x;3B
410543;vállig érő ;shoulder-length;[sound:NewEnglishFileIntHU410543A.mp3];x;3B
410544;vékony, karcsú ;slim;[sound:NewEnglishFileIntHU410544A.mp3];x;3B
410545;egyenes, sima ;straight;[sound:NewEnglishFileIntHU410545A.mp3];x;3B
410546;magas ;tall;[sound:NewEnglishFileIntHU410546A.mp3];x;3B
410547;csúnya ;ugly;[sound:NewEnglishFileIntHU410547A.mp3];x;3B
410548;hullámos ;wavy;[sound:NewEnglishFileIntHU410548A.mp3];x;3B
410549;izmos, jó felépítésű ;well built;[sound:NewEnglishFileIntHU410549A.mp3];x;3B
410550;zavarban van ;embarrassed;[sound:NewEnglishFileIntHU410550A.mp3];x;3B
410551;elvár vmit ;expect;[sound:NewEnglishFileIntHU410551A.mp3];x;3B
410552;nőies ;feminine;[sound:NewEnglishFileIntHU410552A.mp3];x;3B
410553;förtelmes, iszonyatos ;hideous;[sound:NewEnglishFileIntHU410553A.mp3];x;3B
410554;erőfeszítést tesz ;make an effort;[sound:NewEnglishFileIntHU410554A.mp3];x;3B
410555;férfias ;masculine;[sound:NewEnglishFileIntHU410555A.mp3];x;3B
410556;büszke ;proud;[sound:NewEnglishFileIntHU410556A.mp3];x;3B
410557;meghosszabbít, megújít ;renew (a passport);[sound:NewEnglishFileIntHU410557A.mp3];x;3B
410558;kutatás ;research;[sound:NewEnglishFileIntHU410558A.mp3];x;3B
410559;hiú  (adj);vain;[sound:NewEnglishFileIntHU410559A.mp3];x;3B
410560;paróka ;wig;[sound:NewEnglishFileIntHU410560A.mp3];x;3B
410561;könyvelő ;accountant;[sound:NewEnglishFileIntHU410561A.mp3];x;3B
410562;külső, megjelenés ;appearance;[sound:NewEnglishFileIntHU410562A.mp3];x;3B
410563;háttér ;background;[sound:NewEnglishFileIntHU410563A.mp3];x;3B
410564;hisz, elhisz ;believe;[sound:NewEnglishFileIntHU410564A.mp3];x;3B
410565;fülke ;booth;[sound:NewEnglishFileIntHU410565A.mp3];x;3B
410566;felnevel ;bring up;[sound:NewEnglishFileIntHU410566A.mp3];x;3B
410567;sarok ;corner;[sound:NewEnglishFileIntHU410567A.mp3];x;3B
410568;szándékosan ;deliberately;[sound:NewEnglishFileIntHU410568A.mp3];x;3B
410569;elegáns ;elegant;[sound:NewEnglishFileIntHU410569A.mp3];x;3B
410570;hatalmas ;enormous;[sound:NewEnglishFileIntHU410570A.mp3];x;3B
410571;megítél ;judge;[sound:NewEnglishFileIntHU410571A.mp3];x;3B
410572;hasonlít vkire  (sb);look like;[sound:NewEnglishFileIntHU410572A.mp3];x;3B
410573;megél vmiből ;make a living;[sound:NewEnglishFileIntHU410573A.mp3];x;3B
410574;említ ;mention;[sound:NewEnglishFileIntHU410574A.mp3];x;3B
410575;zenész ;musician;[sound:NewEnglishFileIntHU410575A.mp3];x;3B
410576;tökéletes  (adj);perfect;[sound:NewEnglishFileIntHU410576A.mp3];x;3B
410577;borotvál, borotválkozik ;shave;[sound:NewEnglishFileIntHU410577A.mp3];x;3B
410578;vézna, sovány ;skinny;[sound:NewEnglishFileIntHU410578A.mp3];x;3B
410579;kém, kémkedik  (n);spy;[sound:NewEnglishFileIntHU410579A.mp3];x;3B
410580;sztereotípia, sablon ;stereotype;[sound:NewEnglishFileIntHU410580A.mp3];x;3B
410581;vékony ;thin;[sound:NewEnglishFileIntHU410581A.mp3];x;3B
410582;edzőcipő, sportcipő  (pl n);trainers ;[sound:NewEnglishFileIntHU410582A.mp3];x;3B
410583;fordítva ;vice versa;[sound:NewEnglishFileIntHU410583A.mp3];x;3B
410584;nagyon meglepődött  (adj);amazed;[sound:NewEnglishFileIntHU410584A.mp3];x;3C
410585;folytat ;carry on;[sound:NewEnglishFileIntHU410585A.mp3];x;3C
410586;határozott, eltökélt  (adj);determined;[sound:NewEnglishFileIntHU410586A.mp3];x;3C
410587;felad (nem próbálkozik többször) ;give up (=stop trying);[sound:NewEnglishFileIntHU410587A.mp3];x;3C
410588;fejlődik, fejleszt ;improve;[sound:NewEnglishFileIntHU410588A.mp3];x;3C
410589;sikerül (vmit csinálni) ;manage to (do something);[sound:NewEnglishFileIntHU410589A.mp3];x;3C
410590;rendesen, megfelelően ;properly;[sound:NewEnglishFileIntHU410590A.mp3];x;3C
410591;sikít, kiált ;scream;[sound:NewEnglishFileIntHU410591A.mp3];x;3C
410592;belekezd vmibe ;take up (a hobby);[sound:NewEnglishFileIntHU410592A.mp3];x;3C
410593;hullám  (n);wave;[sound:NewEnglishFileIntHU410593A.mp3];x;3C
410594;egészséges, életerős ;able-bodied;[sound:NewEnglishFileIntHU410594A.mp3];x;3C
410595;tanács ;advice;[sound:NewEnglishFileIntHU410595A.mp3];x;3C
410596;cél ;aim;[sound:NewEnglishFileIntHU410596A.mp3];x;3C
410597;vágy, ambíció, becsvágy ;ambition;[sound:NewEnglishFileIntHU410597A.mp3];x;3C
410598;amputál ;amputate;[sound:NewEnglishFileIntHU410598A.mp3];x;3C
410599;amennyiben / feltéve, hogy… ;as long as;[sound:NewEnglishFileIntHU410599A.mp3];x;3C
410600;támadás  (n);attack;[sound:NewEnglishFileIntHU410600A.mp3];x;3C
410601;jó / rossz vmiben ;be good / bad at something;[sound:NewEnglishFileIntHU410601A.mp3];x;3C
410602;lehangolt, depressziós  (adj);depressed;[sound:NewEnglishFileIntHU410602A.mp3];x;3C
410603;nyomasztó, lehangoló ;depressing;[sound:NewEnglishFileIntHU410603A.mp3];x;3C
410604;csalódott  (adj);disappointed;[sound:NewEnglishFileIntHU410604A.mp3];x;3C
410605;kiábrándító, elkeserítő ;disappointing;[sound:NewEnglishFileIntHU410605A.mp3];x;3C
410606;feszélyezett, zavarban van  (adj);embarrassed;[sound:NewEnglishFileIntHU410606A.mp3];x;3C
410607;kínos, kellemetlen, zavaró ;embarrassing;[sound:NewEnglishFileIntHU410607A.mp3];x;3C
410608;megbukik, kudarcot vall ;fail;[sound:NewEnglishFileIntHU410608A.mp3];x;3C
410609;kudarc, sikertelenség ;failure;[sound:NewEnglishFileIntHU410609A.mp3];x;3C
410610;rémült  (adj);frightened;[sound:NewEnglishFileIntHU410610A.mp3];x;3C
410611;rémisztő ;frightening;[sound:NewEnglishFileIntHU410611A.mp3];x;3C
410612;frusztrált, zavarja vmi  (adj);frustrated;[sound:NewEnglishFileIntHU410612A.mp3];x;3C
410613;frusztráló, idegesítő ;frustrating;[sound:NewEnglishFileIntHU410613A.mp3];x;3C
410614;létrehoz ;generate;[sound:NewEnglishFileIntHU410614A.mp3];x;3C
410615;ajándék ;gift;[sound:NewEnglishFileIntHU410615A.mp3];x;3C
410616;torna, gimnasztika  (pl n);gymnastics;[sound:NewEnglishFileIntHU410616A.mp3];x;3C
410617;csípő ;hips;[sound:NewEnglishFileIntHU410617A.mp3];x;3C
410618;hangszer ;musical instrument;[sound:NewEnglishFileIntHU410618A.mp3];x;3C
410619;privát, egyéni ;private;[sound:NewEnglishFileIntHU410619A.mp3];x;3C
410620;ígéretes ;promising;[sound:NewEnglishFileIntHU410620A.mp3];x;3C
410621;kvalifikál, be-/továbbjut ;qualify;[sound:NewEnglishFileIntHU410621A.mp3];x;3C
410622;tolat  (v);reverse ;[sound:NewEnglishFileIntHU410622A.mp3];x;3C
410623;lovagol ;ride;[sound:NewEnglishFileIntHU410623A.mp3];x;3C
410624;vitorlázás ;sailing;[sound:NewEnglishFileIntHU410624A.mp3];x;3C
