400377;lélek (n);soul;[sound:NewHeadwayInt4HU400377A.mp3];Some people believe their soul continues to live after they have died.;[sound:NewHeadwayInt4HU400377B.mp3];;X;Unit3
400378;(le)szúr, döf (v);stab;[sound:NewHeadwayInt4HU400378A.mp3];A man attacked her and stabbed her with a knife.;[sound:NewHeadwayInt4HU400378B.mp3];;X;Unit3
400379;dolog (n);stuff;[sound:NewHeadwayInt4HU400379A.mp3];There was lots of nice stuff in the shop.;[sound:NewHeadwayInt4HU400379B.mp3];;X;Unit3
400380;döbbent (adj);stunned;[sound:NewHeadwayInt4HU400380A.mp3];He looked stunned when I told him he’d won.;[sound:NewHeadwayInt4HU400380B.mp3];;X;Unit3
400381;öngyilkosság (n);suicide;[sound:NewHeadwayInt4HU400381A.mp3];He committed suicide by hanging himself.;[sound:NewHeadwayInt4HU400381B.mp3];;X;Unit3
400382;megesküszik (v);swear;[sound:NewHeadwayInt4HU400382A.mp3];It’s true, I swear to you!;[sound:NewHeadwayInt4HU400382B.mp3];;X;Unit3
400383;feszültség (n);tension;[sound:NewHeadwayInt4HU400383A.mp3];The argument caused tension between us.;[sound:NewHeadwayInt4HU400383B.mp3];;X;Unit3
400384;tanúvallomást tesz (v);testify;[sound:NewHeadwayInt4HU400384A.mp3];I had to testify in court.;[sound:NewHeadwayInt4HU400384B.mp3];;X;Unit3
400385;Istennek hála! ();thank goodness;[sound:NewHeadwayInt4HU400385A.mp3];Thank goodness you’re safe!;[sound:NewHeadwayInt4HU400385B.mp3];;X;Unit3
400386;szűk (adj);tight;[sound:NewHeadwayInt4HU400386A.mp3];This jacket is too tight for me.;[sound:NewHeadwayInt4HU400386B.mp3];;X;Unit3
400387;sír (n);tomb;[sound:NewHeadwayInt4HU400387A.mp3];He was buried in a large tomb.;[sound:NewHeadwayInt4HU400387B.mp3];;X;Unit3
400388;tragédia (n);tragedy;[sound:NewHeadwayInt4HU400388A.mp3];His death was a terrible tragedy.;[sound:NewHeadwayInt4HU400388B.mp3];;X;Unit3
400389;tragikus (adj);tragic;[sound:NewHeadwayInt4HU400389A.mp3];This was a terrible tragic accident.;[sound:NewHeadwayInt4HU400389B.mp3];;X;Unit3
400390;kincs (n);treasure;[sound:NewHeadwayInt4HU400390A.mp3];There is treasure buried here.;[sound:NewHeadwayInt4HU400390B.mp3];;X;Unit3
400391;gyomor (n);tummy;[sound:NewHeadwayInt4HU400391A.mp3];I had eaten too much and my tummy was hurting.;[sound:NewHeadwayInt4HU400391B.mp3];;X;Unit3
400392;sajnálatos (adj);unfortunate;[sound:NewHeadwayInt4HU400392A.mp3];It was an unfortunate accident.;[sound:NewHeadwayInt4HU400392B.mp3];;X;Unit3
400393;sajnos (adv);unfortunately;[sound:NewHeadwayInt4HU400393A.mp3];Unfortunately, our flight was delayed.;[sound:NewHeadwayInt4HU400393B.mp3];;X;Unit3
400394;hívatlan (adj);uninvited;[sound:NewHeadwayInt4HU400394A.mp3];There were a lot of uninvited guests.;[sound:NewHeadwayInt4HU400394B.mp3];;X;Unit3
400395;egyesít (v);unite;[sound:NewHeadwayInt4HU400395A.mp3];The leaders hope to unite their two countries.;[sound:NewHeadwayInt4HU400395B.mp3];;X;Unit3
400396;fel nem ismert, azonosítatlan (adj);unrecognized;[sound:NewHeadwayInt4HU400396A.mp3];This is a new disease which was unrecognized until last year.;[sound:NewHeadwayInt4HU400396B.mp3];;X;Unit3
400397;fejjel lefele (adj);upside down;[sound:NewHeadwayInt4HU400397A.mp3];Turn the picture round – it’s upside down!;[sound:NewHeadwayInt4HU400397B.mp3];;X;Unit3
400398;értékes (adj);valuable;[sound:NewHeadwayInt4HU400398A.mp3];It’s made of gold, so it’s quite valuable.;[sound:NewHeadwayInt4HU400398B.mp3];;X;Unit3
400399;váza (n);vase;[sound:NewHeadwayInt4HU400399A.mp3];She put the flowers in a vase.;[sound:NewHeadwayInt4HU400399B.mp3];;X;Unit3
400400;ampulla, fiola (n);vial;[sound:NewHeadwayInt4HU400400A.mp3];We heated the chemicals in a small vial.;[sound:NewHeadwayInt4HU400400B.mp3];;X;Unit3
400401;szőlőskert (n);vineyard;[sound:NewHeadwayInt4HU400401A.mp3];Grapes are grown in a vineyard.;[sound:NewHeadwayInt4HU400401B.mp3];;X;Unit3
400402;önkéntelenül (adv);voluntarily;[sound:NewHeadwayInt4HU400402A.mp3];She offered money voluntarily, before I asked.;[sound:NewHeadwayInt4HU400402B.mp3];;X;Unit3
400403;háborúskodó (adj);warring;[sound:NewHeadwayInt4HU400403A.mp3];They hope to bring the warring countries together.;[sound:NewHeadwayInt4HU400403B.mp3];;X;Unit3
400404;összeházasodik, egybekel (v);wed;[sound:NewHeadwayInt4HU400404A.mp3];The couple plan to wed next year.;[sound:NewHeadwayInt4HU400404B.mp3];;X;Unit3
400405;zokog (v);weep;[sound:NewHeadwayInt4HU400405A.mp3];He wept when his father died.;[sound:NewHeadwayInt4HU400405B.mp3];;X;Unit3
400406;ablakpárkány (n);windowsill;[sound:NewHeadwayInt4HU400406A.mp3];There was a photograph on the windowsill.;[sound:NewHeadwayInt4HU400406B.mp3];;X;Unit3
400407;bánat, szomorúság (n);woe;[sound:NewHeadwayInt4HU400407A.mp3];She told me all her problems and woes.;[sound:NewHeadwayInt4HU400407B.mp3];;X;Unit3
400408;szerencsétlen (adj);wretched;[sound:NewHeadwayInt4HU400408A.mp3];Where’s that wretched boy gone?;[sound:NewHeadwayInt4HU400408B.mp3];;X;Unit3
400409;jóga (n);yoga;[sound:NewHeadwayInt4HU400409A.mp3];Yoga is very relaxing.;[sound:NewHeadwayInt4HU400409B.mp3];;X;Unit3
400410;hozzáférhetőség (n);access;[sound:NewHeadwayInt4HU400410A.mp3];Students have access to the whole library.;[sound:NewHeadwayInt4HU400410B.mp3];;X;Unit4
400411;kiegészítő (n);accessory;[sound:NewHeadwayInt4HU400411A.mp3];She has different accessories to go with different clothes.;[sound:NewHeadwayInt4HU400411B.mp3];;X;Unit4
400412;alkalmazkodik (v);adjust;[sound:NewHeadwayInt4HU400412A.mp3];She soon adjusted to university life.;[sound:NewHeadwayInt4HU400412B.mp3];;X;Unit4
400413;úgy tűnik, hogy, nyílvánvalóan (adv);apparently;[sound:NewHeadwayInt4HU400413A.mp3];Apparently, they’re going to close the swimming pool.;[sound:NewHeadwayInt4HU400413B.mp3];;X;Unit4
400414;értékel (v);appreciate;[sound:NewHeadwayInt4HU400414A.mp3];Thanks for your help – I really appreciate it.;[sound:NewHeadwayInt4HU400414B.mp3];;X;Unit4
400415;alkalmi vétel (n);bargain;[sound:NewHeadwayInt4HU400415A.mp3];"These shoes are only &pound;10 – a bargain!";[sound:NewHeadwayInt4HU400415B.mp3];;X;Unit4
400416;ütött-kopott (adj);battered;[sound:NewHeadwayInt4HU400416A.mp3];He was carrying a battered old suitcase.;[sound:NewHeadwayInt4HU400416B.mp3];;X;Unit4
400417;valamilyennek tartják (v);be considered;[sound:NewHeadwayInt4HU400417A.mp3];It is considered impolite to ask for more.;[sound:NewHeadwayInt4HU400417B.mp3];;X;Unit4
400418;elakad (v);be/get stuck;[sound:NewHeadwayInt4HU400418A.mp3];I’m stuck. Can you help me?;[sound:NewHeadwayInt4HU400418B.mp3];;X;Unit4
400419;pénzbeli juttatás (n);benefit;[sound:NewHeadwayInt4HU400419A.mp3];You can claim benefit if you are too ill to work.;[sound:NewHeadwayInt4HU400419B.mp3];;X;Unit4
400420;kölcsönvesz (v);borrow;[sound:NewHeadwayInt4HU400420A.mp3];Can I borrow your pen for a moment?;[sound:NewHeadwayInt4HU400420B.mp3];;X;Unit4
400421;üveggyűjtő konténer (n);bottle bank;[sound:NewHeadwayInt4HU400421A.mp3];Take the old bottles to the bottle bank.;[sound:NewHeadwayInt4HU400421B.mp3];;X;Unit4
400422;felnevel (v);bring up;[sound:NewHeadwayInt4HU400422A.mp3];I want to bring up my family in the country.;[sound:NewHeadwayInt4HU400422B.mp3];;X;Unit4
400423;felhoz, felvet (v);bring up;[sound:NewHeadwayInt4HU400423A.mp3];You should bring this up at the next meeting.;[sound:NewHeadwayInt4HU400423B.mp3];;X;Unit4
400424;házimunka (n);chore;[sound:NewHeadwayInt4HU400424A.mp3];Cooking and cleaning are chores.;[sound:NewHeadwayInt4HU400424B.mp3];;X;Unit4
400425;igényel (v);claim;[sound:NewHeadwayInt4HU400425A.mp3];She stepped forward to claim her prize.;[sound:NewHeadwayInt4HU400425B.mp3];;X;Unit4
400426;kód (n);code;[sound:NewHeadwayInt4HU400426A.mp3];What’s the international code for Germany?;[sound:NewHeadwayInt4HU400426B.mp3];;X;Unit4
400427;szembesít (v);confront;[sound:NewHeadwayInt4HU400427A.mp3];They confronted him with all the evidence.;[sound:NewHeadwayInt4HU400427B.mp3];;X;Unit4
400428;önkormányzati tulajdonú ház (n);council house;[sound:NewHeadwayInt4HU400428A.mp3];The government owns council houses, and rents them to people.;[sound:NewHeadwayInt4HU400428B.mp3];;X;Unit4
400429;ölelnivaló (adj);cuddly;[sound:NewHeadwayInt4HU400429A.mp3];The kitten was soft and cuddly.;[sound:NewHeadwayInt4HU400429B.mp3];;X;Unit4
400430;elvág, elzár (v);cut off;[sound:NewHeadwayInt4HU400430A.mp3];They feel cut off living so far away.;[sound:NewHeadwayInt4HU400430B.mp3];;X;Unit4
400431;szétkapcsol, megszakít (v);cut off;[sound:NewHeadwayInt4HU400431A.mp3];The operator cut us off.;[sound:NewHeadwayInt4HU400431B.mp3];;X;Unit4
400432;foglalkozik valamivel (v);deal with;[sound:NewHeadwayInt4HU400432A.mp3];I don’t know how to deal with this problem.;[sound:NewHeadwayInt4HU400432B.mp3];;X;Unit4
400433;kifest (v);decorate;[sound:NewHeadwayInt4HU400433A.mp3];We need to decorate the kitchen.;[sound:NewHeadwayInt4HU400433B.mp3];;X;Unit4
400434;követelés (n);demand;[sound:NewHeadwayInt4HU400434A.mp3];I support nurses’ demands for higher pay.;[sound:NewHeadwayInt4HU400434B.mp3];;X;Unit4
400435;ás (v);dig;[sound:NewHeadwayInt4HU400435A.mp3];He dug a hole in the sand.;[sound:NewHeadwayInt4HU400435B.mp3];;X;Unit4
400436;dilemma, választási helyzet (n);dilemma;[sound:NewHeadwayInt4HU400436A.mp3];We face a difficult dilemma, and must make a decision.;[sound:NewHeadwayInt4HU400436B.mp3];;X;Unit4
400437;kellemetlen (adj);disagreeable;[sound:NewHeadwayInt4HU400437A.mp3];There was a disagreeable smell in the kitchen.;[sound:NewHeadwayInt4HU400437B.mp3];;X;Unit4
400438;fegyelem (n);discipline;[sound:NewHeadwayInt4HU400438A.mp3];Good discipline is important in schools.;[sound:NewHeadwayInt4HU400438B.mp3];;X;Unit4
400439;kizár (v);disqualify;[sound:NewHeadwayInt4HU400439A.mp3];She’s been disqualified from the competition.;[sound:NewHeadwayInt4HU400439B.mp3];;X;Unit4
400440;házi (adj);domestic;[sound:NewHeadwayInt4HU400440A.mp3];This equipment is not for domestic use.;[sound:NewHeadwayInt4HU400440B.mp3];;X;Unit4
400441;ittas vezetés (n);drink-driving;[sound:NewHeadwayInt4HU400441A.mp3];A lot of accidents are caused by drink-driving.;[sound:NewHeadwayInt4HU400441B.mp3];;X;Unit4
400442;lerak, megszabadul valamitől (v);dump;[sound:NewHeadwayInt4HU400442A.mp3];They shouldn’t dump chemicals in the river.;[sound:NewHeadwayInt4HU400442B.mp3];;X;Unit4
400443;elektronikus (adj);electronic;[sound:NewHeadwayInt4HU400443A.mp3];You can buy some books in electronic form.;[sound:NewHeadwayInt4HU400443B.mp3];;X;Unit4
400444;kínos (adj);embarrassing;[sound:NewHeadwayInt4HU400444A.mp3];It was embarrassing when I fell over.;[sound:NewHeadwayInt4HU400444B.mp3];;X;Unit4
400445;belép (v);enter;[sound:NewHeadwayInt4HU400445A.mp3];We entered the building.;[sound:NewHeadwayInt4HU400445B.mp3];;X;Unit4
400446;felszerelés (n);equipment;[sound:NewHeadwayInt4HU400446A.mp3];You need expensive equipment for some sports.;[sound:NewHeadwayInt4HU400446B.mp3];;X;Unit4
400447;kor(szak) (n);era;[sound:NewHeadwayInt4HU400447A.mp3];She lived during the Victorian era.;[sound:NewHeadwayInt4HU400447B.mp3];;X;Unit4
400448;igazságos (adj);fair;[sound:NewHeadwayInt4HU400448A.mp3];He’s got more than me – it’s not fair!;[sound:NewHeadwayInt4HU400448B.mp3];;X;Unit4
400449;vidámparki /vásári játék (n);fairground ride;[sound:NewHeadwayInt4HU400449A.mp3];I hate going on fairground rides where you get turned upside down.;[sound:NewHeadwayInt4HU400449B.mp3];;X;Unit4
400450;vőlegény, menyasszony (n);fiancé, fiancée;[sound:NewHeadwayInt4HU400450A.mp3];Sara is his fiancée – he’s going to marry her next year.;[sound:NewHeadwayInt4HU400450B.mp3];Mindkettő jegyest is jelent.;X;Unit4
400451;bírság (n);fine;[sound:NewHeadwayInt4HU400451A.mp3];"There is a &pound;30 fine for dropping litter.";[sound:NewHeadwayInt4HU400451B.mp3];;X;Unit4
400452;ösvény (n);footpath;[sound:NewHeadwayInt4HU400452A.mp3];The footpath goes through this field.;[sound:NewHeadwayInt4HU400452B.mp3];;X;Unit4
400453;lefagy (v);freeze;[sound:NewHeadwayInt4HU400453A.mp3];The screen freezes when I try to use the Internet.;[sound:NewHeadwayInt4HU400453B.mp3];;X;Unit4
400454;hűhó (n);fuss;[sound:NewHeadwayInt4HU400454A.mp3];He made a terrible fuss when I told him he couldn’t come with us.;[sound:NewHeadwayInt4HU400454B.mp3];;X;Unit4
400455;szerkentyű (n);gadget;[sound:NewHeadwayInt4HU400455A.mp3];You can get a clever gadget for opening tins.;[sound:NewHeadwayInt4HU400455B.mp3];;X;Unit4
400456;megszerez (v);gain;[sound:NewHeadwayInt4HU400456A.mp3];We couldn’t gain entry to the building.;[sound:NewHeadwayInt4HU400456B.mp3];;X;Unit4
400457;átvészel, végig csinál (v);get through;[sound:NewHeadwayInt4HU400457A.mp3];She helped me get through the experience.;[sound:NewHeadwayInt4HU400457B.mp3];;X;Unit4
400458;telefonon elér (v);get through;[sound:NewHeadwayInt4HU400458A.mp3];I couldn’t get through to Max last night.;[sound:NewHeadwayInt4HU400458B.mp3];;X;Unit4
400459;díszesen, szépen becsomagol (v); gift-wrap;[sound:NewHeadwayInt4HU400459A.mp3];Could you gift-wrap these flowers, please?;[sound:NewHeadwayInt4HU400459B.mp3];;X;Unit4
400460;elvisz valakit az autójával (n);give (sb) a lift;[sound:NewHeadwayInt4HU400460A.mp3];Shall I give you a lift to the station?;[sound:NewHeadwayInt4HU400460B.mp3];;X;Unit4
400461;behódol, enged (v);give in;[sound:NewHeadwayInt4HU400461A.mp3];The government will not give in to terrorists.;[sound:NewHeadwayInt4HU400461B.mp3];;X;Unit4
400462;abbahagy (v);give up;[sound:NewHeadwayInt4HU400462A.mp3];He had to give up running when he hurt his knee.;[sound:NewHeadwayInt4HU400462B.mp3];;X;Unit4
400463;úszik az árral, azt csinálja, amit a többiek ();go with the flow;[sound:NewHeadwayInt4HU400463A.mp3];I don’t mind what we do – I’ll go with the flow.;[sound:NewHeadwayInt4HU400463B.mp3];;X;Unit4
400464;dédnagymama (n);great-grandmother;[sound:NewHeadwayInt4HU400464A.mp3];Your great-grandmother is the mother of your grandparent.;[sound:NewHeadwayInt4HU400464B.mp3];;X;Unit4
400465;üdvözöl (v);greet;[sound:NewHeadwayInt4HU400465A.mp3];He greeted me with a cheerful ‘Hello’.;[sound:NewHeadwayInt4HU400465B.mp3];;X;Unit4
400466;nyitott, még nem határozott (v);have an open mind;[sound:NewHeadwayInt4HU400466A.mp3];I haven’t decided – I have an open mind.;[sound:NewHeadwayInt4HU400466B.mp3];;X;Unit4
400467;csúcstechnológiájú (adj);hi-tech;[sound:NewHeadwayInt4HU400467A.mp3];Our new washing machine is very hi-tech.;[sound:NewHeadwayInt4HU400467B.mp3];;X;Unit4
400468;idiomatikus, köznyelvi (v);idiomatic;[sound:NewHeadwayInt4HU400468A.mp3];An idiomatic meaning of ‘take off’ is ‘to become successful’.;[sound:NewHeadwayInt4HU400468B.mp3];;X;Unit4
400469;ellenére (prep);in spite of;[sound:NewHeadwayInt4HU400469A.mp3];We swam in the sea in spite of the cold.;[sound:NewHeadwayInt4HU400469B.mp3];;X;Unit4
400470;növel, emel (v);increase;[sound:NewHeadwayInt4HU400470A.mp3];I asked my boss to increase my salary.;[sound:NewHeadwayInt4HU400470B.mp3];;X;Unit4
400471;vasal (v);iron;[sound:NewHeadwayInt4HU400471A.mp3];My shirt is clean, but it needs to be ironed.;[sound:NewHeadwayInt4HU400471B.mp3];;X;Unit4
400472;hallgat valamiről (v);keep quiet;[sound:NewHeadwayInt4HU400472A.mp3];He asked me to keep quiet about his plans.;[sound:NewHeadwayInt4HU400472B.mp3];;X;Unit4
400473;keres (pénzt) (v);make;[sound:NewHeadwayInt4HU400473A.mp3];"We made &pound;200 by selling some old clothes. ";[sound:NewHeadwayInt4HU400473B.mp3];;X;Unit4
400474;mérkőzés (n);match;[sound:NewHeadwayInt4HU400474A.mp3];Did you see the Chelsea match last night?;[sound:NewHeadwayInt4HU400474B.mp3];;X;Unit4
400475;orvosi, orvostudományi (adj);medical;[sound:NewHeadwayInt4HU400475A.mp3];She’s studying for a medical degree.;[sound:NewHeadwayInt4HU400475B.mp3];;X;Unit4
400476;fenyegetés, veszély (n);menace;[sound:NewHeadwayInt4HU400476A.mp3];Bad drivers are a menace on the roads!;[sound:NewHeadwayInt4HU400476B.mp3];;X;Unit4
400477;katonai szolgálat (n);military service;[sound:NewHeadwayInt4HU400477A.mp3];He had to do a year’s military service in the army.;[sound:NewHeadwayInt4HU400477B.mp3];;X;Unit4
400478;hittérítő (n);missionary;[sound:NewHeadwayInt4HU400478A.mp3];Mother Teresa was a missionary.;[sound:NewHeadwayInt4HU400478B.mp3];;X;Unit4
400479;erkölcsi normák (pl n);morals;[sound:NewHeadwayInt4HU400479A.mp3];This behaviour was not acceptable to the morals of that time.;[sound:NewHeadwayInt4HU400479B.mp3];;X;Unit4
400480;naiv, ártatlan (adj);"na&iuml;ve";[sound:NewHeadwayInt4HU400480A.mp3];"She’s very na&iuml;ve and will trust anyone.";[sound:NewHeadwayInt4HU400480B.mp3];;X;Unit4
400481;derűlátó (n);optimist;[sound:NewHeadwayInt4HU400481A.mp3];He’s an optimist – he’s always cheerful.;[sound:NewHeadwayInt4HU400481B.mp3];;X;Unit4
400482;munkanélküli ();out of work;[sound:NewHeadwayInt4HU400482A.mp3];There are no jobs, so a lot of people are out of work.;[sound:NewHeadwayInt4HU400482B.mp3];;X;Unit4
400483;parkolójegy (n);parking ticket;[sound:NewHeadwayInt4HU400483A.mp3];You can’t park there – you’ll get a parking ticket.;[sound:NewHeadwayInt4HU400483B.mp3];;X;Unit4
400484;megengedhető (adj);permissible;[sound:NewHeadwayInt4HU400484A.mp3];It is not permissible to use mobile phones during exams.;[sound:NewHeadwayInt4HU400484B.mp3];;X;Unit4
400485;borúlátó (n);pessimist;[sound:NewHeadwayInt4HU400485A.mp3];Don’t be such a pessimist – it will be fine!;[sound:NewHeadwayInt4HU400485B.mp3];;X;Unit4
400486;javul (v);pick up;[sound:NewHeadwayInt4HU400486A.mp3];Sales have picked up this year.;[sound:NewHeadwayInt4HU400486B.mp3];;X;Unit4
400487;felszed, talál (v);pick up;[sound:NewHeadwayInt4HU400487A.mp3];I picked up some interesting information.;[sound:NewHeadwayInt4HU400487B.mp3];;X;Unit4
400488;vélemény, nézőpont (n);point of view;[sound:NewHeadwayInt4HU400488A.mp3];Everyone has a different point of view on this issue.;[sound:NewHeadwayInt4HU400488B.mp3];;X;Unit4
400489;kút, szivattyú (n);pump;[sound:NewHeadwayInt4HU400489A.mp3];All the pumps at the petrol station were busy.;[sound:NewHeadwayInt4HU400489B.mp3];;X;Unit4
400490;punk (zene) (n);punk;[sound:NewHeadwayInt4HU400490A.mp3];Punk is a type of loud rock music.;[sound:NewHeadwayInt4HU400490B.mp3];;X;Unit4
400491;felnyom (árat) (v);push up;[sound:NewHeadwayInt4HU400491A.mp3];The war will push up the price of oil.;[sound:NewHeadwayInt4HU400491B.mp3];;X;Unit4
400492;eltűr (v);put up with;[sound:NewHeadwayInt4HU400492A.mp3];He has to put up with a lot of pain.;[sound:NewHeadwayInt4HU400492B.mp3];;X;Unit4
400493;képesítést szerez (v);qualify;[sound:NewHeadwayInt4HU400493A.mp3];He has just qualified as a lawyer.;[sound:NewHeadwayInt4HU400493B.mp3];;X;Unit4
400494;reagál (v);react;[sound:NewHeadwayInt4HU400494A.mp3];How did Sara react when you told her the news?;[sound:NewHeadwayInt4HU400494B.mp3];;X;Unit4
400495;kész (adj);ready;[sound:NewHeadwayInt4HU400495A.mp3];Dinner’s not ready yet.;[sound:NewHeadwayInt4HU400495B.mp3];;X;Unit4
400496;(nincs) tekintet(tel) (n);(have no) regard;[sound:NewHeadwayInt4HU400496A.mp3];He has no regard for other people’s feelings!;[sound:NewHeadwayInt4HU400496B.mp3];;X;Unit4
400497;eltávolít (v);remove;[sound:NewHeadwayInt4HU400497A.mp3];Cut the fruit in half and remove the stone.;[sound:NewHeadwayInt4HU400497B.mp3];;X;Unit4
400498;újra elmond (v);retell;[sound:NewHeadwayInt4HU400498A.mp3];He retold the joke to all his friends.;[sound:NewHeadwayInt4HU400498B.mp3];;X;Unit4
400499;szerep (n);role;[sound:NewHeadwayInt4HU400499A.mp3];What is your role in the organization?;[sound:NewHeadwayInt4HU400499B.mp3];;X;Unit4
400500;veszekedés (n);row;[sound:NewHeadwayInt4HU400500A.mp3];They’re always having rows about money.;[sound:NewHeadwayInt4HU400500B.mp3];;X;Unit4
400501;félelmetes (adj);scary;[sound:NewHeadwayInt4HU400501A.mp3];It was scary being in that house alone.;[sound:NewHeadwayInt4HU400501B.mp3];;X;Unit4
400502;iskoláztatás (n);schooling;[sound:NewHeadwayInt4HU400502A.mp3];She finished her schooling at 16.;[sound:NewHeadwayInt4HU400502B.mp3];;X;Unit4
400503;szolga (n);servant;[sound:NewHeadwayInt4HU400503A.mp3];They’re very rich – they’ve got servants to do everything for them!;[sound:NewHeadwayInt4HU400503B.mp3];;X;Unit4
400504;példát mutat (v);set an example;[sound:NewHeadwayInt4HU400504A.mp3];You should set a good example for the children.;[sound:NewHeadwayInt4HU400504B.mp3];;X;Unit4
400505;felállít, alapít (v);set up;[sound:NewHeadwayInt4HU400505A.mp3];They set up a charity to help children in need.;[sound:NewHeadwayInt4HU400505B.mp3];;X;Unit4
400506;megosztozik (v);share;[sound:NewHeadwayInt4HU400506A.mp3];We shared the food between us.;[sound:NewHeadwayInt4HU400506B.mp3];;X;Unit4
400507;űrállomás (n);space station;[sound:NewHeadwayInt4HU400507A.mp3];The astronauts spent a week in the space station.;[sound:NewHeadwayInt4HU400507B.mp3];;X;Unit4
400508;terjed (v);spread;[sound:NewHeadwayInt4HU400508A.mp3];Word spread very quickly about the party.;[sound:NewHeadwayInt4HU400508B.mp3];;X;Unit4
400509;mostohaapa (n);stepfather;[sound:NewHeadwayInt4HU400509A.mp3];My mother has remarried, so I have a stepfather.;[sound:NewHeadwayInt4HU400509B.mp3];;X;Unit4
400510;szigorú (adj);strict;[sound:NewHeadwayInt4HU400510A.mp3];My parents were very strict – I wasn’t allowed out after dark.;[sound:NewHeadwayInt4HU400510B.mp3];;X;Unit4
400511;megfoszt (v);strip;[sound:NewHeadwayInt4HU400511A.mp3];He was stripped of his prize because he had cheated.;[sound:NewHeadwayInt4HU400511B.mp3];;X;Unit4
400512;illik valakihez (v);suit;[sound:NewHeadwayInt4HU400512A.mp3];I don’t think this dress suits me.;[sound:NewHeadwayInt4HU400512B.mp3];;X;Unit4
400513;hasonlít (v);take after;[sound:NewHeadwayInt4HU400513A.mp3];I take after my father.;[sound:NewHeadwayInt4HU400513B.mp3];;X;Unit4
400514;elkezd foglalkozni valamivel (v);take up;[sound:NewHeadwayInt4HU400514A.mp3];She took up dancing, and found she really enjoyed it.;[sound:NewHeadwayInt4HU400514B.mp3];;X;Unit4
400515;könnycsepp (n);tear;[sound:NewHeadwayInt4HU400515A.mp3];A few tears rolled down her cheeks.;[sound:NewHeadwayInt4HU400515B.mp3];;X;Unit4
400516;takarékosság (n);thrift;[sound:NewHeadwayInt4HU400516A.mp3];She believes in thrift, so she never wastes money.;[sound:NewHeadwayInt4HU400516B.mp3];;X;Unit4
400517;zseton (n);token;[sound:NewHeadwayInt4HU400517A.mp3];You need a token for the machine.;[sound:NewHeadwayInt4HU400517B.mp3];;X;Unit4
400518;tonik, gyógyhatású ital / folyadék (n);tonic;[sound:NewHeadwayInt4HU400518A.mp3];Drink this tonic – it will help you feel better.;[sound:NewHeadwayInt4HU400518B.mp3];;X;Unit4
400519;átalakít (v);transform;[sound:NewHeadwayInt4HU400519A.mp3];They transformed the old school into a house.;[sound:NewHeadwayInt4HU400519B.mp3];;X;Unit4
400520;szállít (v);transport;[sound:NewHeadwayInt4HU400520A.mp3];The goods are transported by sea.;[sound:NewHeadwayInt4HU400520B.mp3];;X;Unit4
400521;élvezet, ajándék (n);treat;[sound:NewHeadwayInt4HU400521A.mp3];We’re going out for a meal as a special treat.;[sound:NewHeadwayInt4HU400521B.mp3];;X;Unit4
400522;értékes (adj);valuable;[sound:NewHeadwayInt4HU400522A.mp3];Some of the paintings are quite valuable.;[sound:NewHeadwayInt4HU400522B.mp3];;X;Unit4
400523;Viktória királynő korabeli, viktoriánus (adj);Victorian;[sound:NewHeadwayInt4HU400523A.mp3];Life was very different in Victorian times.;[sound:NewHeadwayInt4HU400523B.mp3];;X;Unit4
400524;ruhásszekrény (n);wardrobe;[sound:NewHeadwayInt4HU400524A.mp3];I hung my coat in the wardrobe.;[sound:NewHeadwayInt4HU400524B.mp3];;X;Unit4
400525;vezeték nélküli (adj);wireless;[sound:NewHeadwayInt4HU400525A.mp3];We’ve got a wireless mouse for the computer.;[sound:NewHeadwayInt4HU400525B.mp3];;X;Unit4
400526;famunka (n);woodwork;[sound:NewHeadwayInt4HU400526A.mp3];In woodwork classes, you learn how to make things out of wood.;[sound:NewHeadwayInt4HU400526B.mp3];;X;Unit4
400527;szenvedély (n);addiction;[sound:NewHeadwayInt4HU400527A.mp3];He’s an expert in video game addiction.;[sound:NewHeadwayInt4HU400527B.mp3];;X;Unit5
400528;(előre)haladás (n);advance;[sound:NewHeadwayInt4HU400528A.mp3];This is a major scientific advance.;[sound:NewHeadwayInt4HU400528B.mp3];;X;Unit5
400529;földönkívüli (n);alien;[sound:NewHeadwayInt4HU400529A.mp3];They believe they saw an alien spaceship.;[sound:NewHeadwayInt4HU400529B.mp3];;X;Unit5
400530;amatőr, műkedvelő (adj);amateur;[sound:NewHeadwayInt4HU400530A.mp3];He’s an amateur artist – he just paints for fun.;[sound:NewHeadwayInt4HU400530B.mp3];;X;Unit5
400531;űrhajós (n);astronaut;[sound:NewHeadwayInt4HU400531A.mp3];The astronauts spent three weeks in space.;[sound:NewHeadwayInt4HU400531B.mp3];;X;Unit5
400532;hozzáállás (n);attitude;[sound:NewHeadwayInt4HU400532A.mp3];She has a positive attitude towards life.;[sound:NewHeadwayInt4HU400532B.mp3];;X;Unit5
400533;tudatában van, ismeri (n);(have) awareness;[sound:NewHeadwayInt4HU400533A.mp3];We now have more awareness of the importance of exercise.;[sound:NewHeadwayInt4HU400533B.mp3];;X;Unit5
400534;a legvadabb álmaimat is túlszárnyalja ();beyond my wildest dreams;[sound:NewHeadwayInt4HU400534A.mp3];Starring in a Hollywood film was beyond my wildest dreams.;[sound:NewHeadwayInt4HU400534B.mp3];;X;Unit5
400535;sötétség, feketeség (n);blackness;[sound:NewHeadwayInt4HU400535A.mp3];They looked out into the blackness outside.;[sound:NewHeadwayInt4HU400535B.mp3];;X;Unit5
